Education,JoiningYear,City,PaymentTier,Age,Gender,EverBenched,ExperienceInCurrentDomain,LeaveOrNot
Masters,2014,Pune,3,36,Female,No,2,no
Bachelors,2017,New Delhi,3,34,Female,No,2,yes
Bachelors,2017,Bangalore,3,34,Male,Yes,0,no
Bachelors,2016,Bangalore,3,35,Male,No,4,no
Masters,2015,New Delhi,3,38,Male,No,1,no
Bachelors,2016,Bangalore,3,32,Male,Yes,5,no
Bachelors,2015,Pune,3,37,Female,No,2,yes
Bachelors,2017,Bangalore,2,32,Female,No,2,yes
Masters,2017,New Delhi,2,36,Male,No,3,no
Bachelors,2012,Bangalore,3,41,Male,No,3,no
Bachelors,2017,Pune,3,37,Female,No,5,no
Bachelors,2018,Bangalore,3,34,Female,No,3,yes
Bachelors,2016,Pune,3,31,Male,No,0,yes
Bachelors,2017,Bangalore,3,41,Male,No,1,no
Bachelors,2015,New Delhi,3,35,Female,No,3,no
Bachelors,2015,Bangalore,3,37,Female,No,5,no
Bachelors,2016,Bangalore,3,34,Male,No,4,no
Masters,2017,Bangalore,2,40,Female,Yes,2,no
Bachelors,2015,Bangalore,3,39,Male,No,5,yes
Bachelors,2013,Pune,3,37,Male,No,2,no
Bachelors,2015,Pune,2,36,Female,Yes,1,yes
Bachelors,2014,Bangalore,3,35,Female,No,2,no
Masters,2013,Bangalore,3,37,Female,No,3,yes
Bachelors,2013,New Delhi,3,41,Female,No,1,no
Masters,2017,New Delhi,2,40,Male,No,2,no
Bachelors,2016,Bangalore,3,37,Male,No,2,no
Masters,2013,New Delhi,3,40,Female,No,2,yes
Bachelors,2015,Bangalore,3,39,Male,No,5,no
Masters,2015,Pune,2,33,Female,No,4,no
Bachelors,2012,Bangalore,3,36,Male,No,1,yes
Bachelors,2012,Bangalore,3,36,Male,No,5,no
Bachelors,2015,Bangalore,3,38,Male,No,3,no
Bachelors,2017,New Delhi,2,37,Female,No,5,no
Masters,2017,New Delhi,3,34,Female,No,2,no
Bachelors,2013,Bangalore,3,31,Male,No,2,yes
Bachelors,2013,Bangalore,3,38,Male,No,5,no
Bachelors,2017,Bangalore,3,36,Male,No,3,no
Bachelors,2012,Bangalore,3,40,Male,No,1,no
Bachelors,2017,Bangalore,3,41,Male,No,5,yes
Bachelors,2015,Bangalore,3,31,Female,No,4,no
Bachelors,2017,New Delhi,3,41,Male,No,2,no
Bachelors,2015,New Delhi,3,31,Female,No,3,no
Bachelors,2017,Pune,3,31,Female,No,0,yes
Bachelors,2017,New Delhi,2,37,Male,No,0,no
Bachelors,2012,Pune,3,39,Male,No,0,no
Bachelors,2014,Bangalore,3,38,Male,No,3,no
Bachelors,2013,Pune,3,40,Female,No,2,yes
Bachelors,2013,Pune,3,36,Male,No,1,no
Bachelors,2016,Bangalore,3,41,Male,No,3,no
Bachelors,2018,Bangalore,3,32,Female,No,2,yes
Masters,2018,Bangalore,3,40,Female,No,3,yes
Bachelors,2012,Bangalore,3,39,Female,No,2,no
Bachelors,2014,New Delhi,3,33,Male,No,3,no
Bachelors,2012,Bangalore,3,32,Male,No,4,no
Bachelors,2018,Bangalore,3,41,Male,No,5,yes
Bachelors,2016,Bangalore,3,36,Male,No,2,no
Bachelors,2016,Bangalore,3,31,Male,No,0,no
Bachelors,2014,Bangalore,3,37,Male,No,4,no
Bachelors,2014,Bangalore,3,33,Male,No,5,yes
Masters,2018,Pune,3,31,Male,No,2,yes
Bachelors,2017,New Delhi,3,35,Female,No,5,no
Bachelors,2015,Pune,1,32,Female,No,5,yes
Masters,2017,New Delhi,3,41,Female,No,2,no
Masters,2017,New Delhi,2,36,Female,No,1,no
Masters,2017,Pune,3,35,Male,No,1,no
Masters,2017,New Delhi,3,35,Male,No,1,yes
Bachelors,2015,New Delhi,3,33,Male,No,1,no
Bachelors,2014,Bangalore,3,38,Female,No,4,no
Bachelors,2015,New Delhi,2,33,Female,No,3,yes
Masters,2018,New Delhi,3,31,Female,Yes,2,yes
PHD,2015,Bangalore,3,31,Male,No,3,no
Bachelors,2013,Bangalore,3,37,Male,No,5,no
Bachelors,2014,Bangalore,3,32,Male,No,1,no
Bachelors,2017,Bangalore,3,33,Male,No,3,no
Bachelors,2014,Bangalore,3,37,Male,No,5,no
Bachelors,2012,Bangalore,3,32,Male,No,3,no
Bachelors,2015,Pune,3,40,Female,Yes,2,yes
Bachelors,2014,Pune,1,40,Female,No,1,yes
Masters,2013,New Delhi,2,32,Male,No,2,yes
Masters,2017,Bangalore,2,39,Female,No,2,yes
PHD,2016,New Delhi,3,41,Male,No,1,no
PHD,2014,New Delhi,3,32,Female,No,0,no
Bachelors,2017,Bangalore,3,38,Male,No,0,yes
Masters,2017,New Delhi,2,31,Female,Yes,2,no
Bachelors,2018,Bangalore,3,38,Male,Yes,3,yes
Bachelors,2016,Bangalore,3,32,Male,No,4,no
Bachelors,2017,Pune,2,35,Female,No,5,yes
Bachelors,2013,Bangalore,3,34,Male,No,5,no
Bachelors,2018,Bangalore,3,38,Male,Yes,1,yes
Bachelors,2014,Pune,1,36,Female,No,1,yes
Bachelors,2015,Bangalore,3,34,Female,Yes,2,no
Masters,2015,New Delhi,3,39,Female,No,2,no
Masters,2017,New Delhi,1,40,Female,No,0,no
Bachelors,2016,Bangalore,3,38,Male,Yes,1,no
Bachelors,2015,Pune,3,35,Male,No,3,no
Bachelors,2014,Pune,2,31,Male,No,3,yes
Bachelors,2017,Pune,3,41,Male,No,2,no
Bachelors,2017,Bangalore,3,35,Female,No,3,no
Bachelors,2018,Bangalore,3,33,Male,No,5,yes
Bachelors,2017,New Delhi,2,33,Male,No,5,no
Bachelors,2016,New Delhi,3,31,Female,Yes,4,no
Masters,2013,New Delhi,3,35,Male,No,4,no
Bachelors,2016,Bangalore,3,37,Female,No,1,no
Bachelors,2015,Bangalore,3,31,Male,No,5,no
Bachelors,2012,Bangalore,3,35,Male,No,1,yes
Bachelors,2014,Bangalore,3,32,Male,No,3,no
Bachelors,2015,Bangalore,3,32,Female,No,0,no
Bachelors,2017,Bangalore,3,40,Female,No,5,no
Bachelors,2012,Bangalore,3,34,Male,No,5,no
Bachelors,2014,Pune,3,37,Male,No,4,no
PHD,2015,Bangalore,3,40,Male,No,3,no
Masters,2017,New Delhi,2,34,Female,No,2,yes
Bachelors,2015,Pune,2,32,Female,No,3,yes
Bachelors,2013,Bangalore,3,33,Male,No,1,no
Bachelors,2015,Bangalore,3,38,Male,No,3,yes
Masters,2017,New Delhi,2,41,Male,No,3,yes
Masters,2017,New Delhi,1,36,Female,No,0,no
Bachelors,2016,Bangalore,3,33,Male,No,1,no
Bachelors,2014,Pune,3,31,Male,No,5,no
Bachelors,2013,Pune,2,34,Female,No,3,yes
Bachelors,2017,Bangalore,3,31,Male,No,1,no
Bachelors,2016,New Delhi,2,36,Female,No,4,yes
Bachelors,2013,Bangalore,3,38,Male,No,5,no
Bachelors,2015,Pune,2,39,Female,Yes,1,yes
Bachelors,2014,Pune,3,31,Male,No,3,no
Bachelors,2015,New Delhi,3,40,Male,No,3,yes
Bachelors,2013,Bangalore,3,39,Male,No,0,no
Bachelors,2015,Bangalore,3,32,Female,No,4,no
Bachelors,2014,Bangalore,3,34,Male,No,1,no
Masters,2015,New Delhi,3,38,Male,No,1,no
Bachelors,2014,Bangalore,1,39,Male,No,2,no
Bachelors,2014,Bangalore,3,39,Male,No,5,no
Bachelors,2016,Bangalore,3,33,Male,No,1,no
Bachelors,2018,Pune,2,34,Female,No,4,yes
Bachelors,2017,Pune,3,38,Male,Yes,1,no
Masters,2017,New Delhi,2,33,Male,No,2,no
Bachelors,2014,Bangalore,3,41,Male,No,5,no
Masters,2017,Pune,1,39,Male,No,0,no
Masters,2013,Pune,3,39,Male,No,2,no
Bachelors,2014,Bangalore,3,41,Male,No,5,no
Bachelors,2012,Bangalore,3,40,Male,No,4,no
Bachelors,2014,Bangalore,3,36,Male,No,0,no
Bachelors,2015,Bangalore,3,34,Male,No,0,no
Bachelors,2013,Bangalore,3,32,Male,No,5,yes
Bachelors,2015,Bangalore,3,31,Male,No,4,no
Bachelors,2012,Bangalore,3,36,Male,Yes,0,no
Masters,2017,Pune,2,35,Male,No,1,yes
Bachelors,2017,Bangalore,3,32,Male,No,2,no
Bachelors,2017,Pune,3,33,Male,Yes,5,no
Bachelors,2016,Bangalore,3,34,Male,No,2,no
Bachelors,2017,Bangalore,3,39,Male,No,3,no
Bachelors,2018,Bangalore,3,38,Male,No,0,yes
Bachelors,2012,Pune,2,35,Female,No,1,yes
Bachelors,2015,Pune,2,40,Female,Yes,5,yes
Bachelors,2017,Pune,3,41,Male,No,3,no
Bachelors,2016,Bangalore,1,33,Female,Yes,3,no
Masters,2017,New Delhi,1,40,Male,No,0,no
Bachelors,2018,Bangalore,3,33,Female,No,3,yes
Bachelors,2015,Bangalore,3,38,Male,No,1,yes
Masters,2017,Bangalore,2,32,Male,No,2,no
Bachelors,2014,Pune,3,32,Male,Yes,2,no
Bachelors,2015,New Delhi,3,32,Female,No,2,no
Bachelors,2016,Pune,2,37,Female,No,2,yes
Bachelors,2015,Bangalore,3,40,Male,No,5,no
Bachelors,2016,Bangalore,3,38,Male,No,1,no
PHD,2018,New Delhi,3,33,Female,No,4,yes
Masters,2017,New Delhi,2,40,Male,No,4,no
Masters,2017,New Delhi,2,35,Male,No,2,no
Bachelors,2016,Bangalore,3,33,Male,No,3,no
Bachelors,2017,Bangalore,3,37,Male,No,4,no
Bachelors,2013,Bangalore,3,38,Male,No,0,no
Bachelors,2018,Bangalore,3,32,Male,No,2,yes
Bachelors,2017,Bangalore,3,40,Female,No,2,no
Bachelors,2015,New Delhi,3,33,Female,No,2,no
Bachelors,2016,Bangalore,3,38,Male,No,2,yes
Bachelors,2013,Bangalore,3,34,Male,No,5,no
Bachelors,2017,New Delhi,3,38,Female,No,4,no
Bachelors,2018,Pune,2,31,Female,No,3,yes
Bachelors,2014,Pune,3,32,Female,No,4,no
Bachelors,2013,Bangalore,3,35,Male,Yes,1,no
Bachelors,2014,Bangalore,3,35,Male,No,0,yes
Bachelors,2012,Bangalore,3,33,Female,No,4,no
Bachelors,2012,New Delhi,3,41,Female,No,0,no
Bachelors,2015,Pune,1,31,Female,No,3,yes
Bachelors,2016,Bangalore,3,34,Male,No,3,no
Masters,2017,New Delhi,2,40,Female,No,2,no
Masters,2016,Bangalore,3,32,Male,No,1,yes
Bachelors,2012,Bangalore,3,36,Male,No,5,no
Bachelors,2014,Pune,2,40,Female,No,3,yes
Bachelors,2012,Pune,3,31,Male,No,3,no
Bachelors,2014,Bangalore,1,34,Female,No,5,no
Masters,2013,New Delhi,3,41,Female,Yes,2,yes
Masters,2017,New Delhi,2,32,Male,No,2,no
Bachelors,2016,Bangalore,3,41,Male,No,2,no
Masters,2014,New Delhi,3,33,Male,No,3,no
Bachelors,2013,Bangalore,3,33,Female,No,0,yes
Bachelors,2013,Pune,3,39,Female,No,2,no
Masters,2018,Pune,3,40,Male,No,2,yes
Bachelors,2017,New Delhi,3,34,Male,No,3,no
Bachelors,2016,Pune,3,41,Male,Yes,5,no
Bachelors,2015,Pune,3,37,Male,No,5,yes
Masters,2017,Bangalore,3,32,Female,No,4,yes
Bachelors,2017,Bangalore,3,41,Male,No,3,no
Bachelors,2018,Bangalore,3,34,Female,Yes,2,yes
Masters,2017,Bangalore,3,38,Male,No,5,yes
Bachelors,2017,Bangalore,3,40,Female,No,3,no
Masters,2017,Pune,3,35,Male,No,2,no
Bachelors,2015,Pune,3,31,Male,No,1,no
Bachelors,2016,Pune,3,39,Male,No,4,no
Bachelors,2018,Bangalore,3,39,Male,No,1,yes
Bachelors,2018,Bangalore,3,32,Male,No,3,yes
Bachelors,2015,Bangalore,3,38,Male,No,5,no
Bachelors,2015,Bangalore,3,35,Male,No,3,no
Bachelors,2013,Bangalore,1,38,Male,No,4,no
Bachelors,2012,New Delhi,3,32,Male,No,1,yes
Bachelors,2014,Pune,2,37,Female,No,5,yes
Bachelors,2015,Pune,3,35,Male,No,0,no
Bachelors,2017,Pune,3,41,Female,No,4,yes
Masters,2015,Bangalore,3,36,Male,No,0,no
Bachelors,2017,Bangalore,3,35,Male,No,2,no
Masters,2017,New Delhi,2,36,Male,No,2,yes
Masters,2017,Bangalore,1,34,Male,No,1,no
Bachelors,2015,Bangalore,3,36,Male,No,3,no
Bachelors,2017,Pune,2,33,Male,No,3,no
Masters,2018,New Delhi,3,38,Male,No,2,yes
PHD,2013,New Delhi,3,35,Female,Yes,3,yes
Bachelors,2015,New Delhi,2,37,Female,No,3,yes
Bachelors,2017,Bangalore,3,31,Male,No,0,no
Bachelors,2017,Pune,2,40,Female,No,2,yes
Bachelors,2015,Pune,3,32,Female,No,3,yes
Bachelors,2015,Bangalore,3,35,Male,Yes,2,no
Bachelors,2012,Bangalore,3,38,Male,Yes,0,no
Bachelors,2015,Pune,2,36,Female,No,0,yes
Masters,2015,Pune,3,36,Male,No,3,no
Masters,2014,New Delhi,3,32,Female,No,5,no
Bachelors,2018,Pune,2,37,Female,No,0,yes
Bachelors,2018,Pune,3,35,Female,No,0,yes
Bachelors,2015,Pune,1,36,Female,No,4,yes
Bachelors,2015,New Delhi,2,34,Female,No,5,yes
Masters,2017,New Delhi,2,35,Female,No,0,no
Masters,2017,New Delhi,2,38,Female,No,5,no
Bachelors,2015,Pune,2,39,Female,No,5,yes
Bachelors,2012,Pune,2,32,Female,No,5,yes
Bachelors,2015,Bangalore,3,39,Male,No,2,no
Bachelors,2015,Bangalore,3,39,Male,No,2,yes
Masters,2017,Pune,2,37,Male,No,2,no
Bachelors,2015,Bangalore,3,32,Female,No,5,no
Bachelors,2017,New Delhi,2,38,Male,No,0,no
Bachelors,2012,Pune,2,36,Female,No,5,yes
Masters,2016,Bangalore,1,37,Male,No,2,yes
Bachelors,2017,Pune,3,32,Male,No,4,no
Masters,2017,New Delhi,3,37,Male,No,2,no
Bachelors,2016,New Delhi,3,33,Male,No,2,no
Bachelors,2016,Bangalore,3,39,Male,No,4,no
Bachelors,2012,Bangalore,3,35,Male,No,1,yes
Masters,2015,Pune,3,39,Male,No,5,no
Bachelors,2015,Bangalore,3,34,Male,No,0,no
Masters,2017,New Delhi,2,33,Male,No,4,no
Bachelors,2012,Bangalore,3,33,Male,No,1,no
Bachelors,2015,New Delhi,3,31,Male,No,0,no
PHD,2016,Pune,3,31,Female,No,4,no
Bachelors,2015,Bangalore,3,37,Female,No,4,no
Bachelors,2012,Bangalore,3,33,Male,No,0,no
Bachelors,2017,Pune,3,31,Male,No,0,no
Bachelors,2017,Bangalore,3,41,Female,No,2,no
Masters,2017,Pune,2,39,Male,No,2,no
Masters,2013,New Delhi,3,32,Male,No,2,no
Bachelors,2016,Pune,3,37,Male,No,3,no
Bachelors,2014,Bangalore,3,37,Male,No,1,no
Bachelors,2017,Pune,2,34,Female,No,3,yes
Bachelors,2017,New Delhi,2,31,Male,No,2,no
Bachelors,2014,Pune,2,34,Female,Yes,1,yes
Bachelors,2012,Bangalore,3,38,Female,No,5,no
Bachelors,2013,Bangalore,3,37,Female,No,1,no
Bachelors,2015,Pune,1,34,Female,No,3,yes
Bachelors,2015,Bangalore,3,33,Male,No,2,no
Bachelors,2016,Bangalore,3,37,Male,No,4,no
Bachelors,2016,Bangalore,3,41,Male,No,4,no
Bachelors,2012,Bangalore,1,38,Female,No,1,no
Bachelors,2016,Pune,3,40,Male,No,5,no
Bachelors,2017,New Delhi,3,33,Female,No,1,yes
Bachelors,2016,New Delhi,3,33,Male,No,1,no
Masters,2013,New Delhi,3,37,Male,Yes,2,no
Bachelors,2017,New Delhi,2,36,Female,No,2,no
Bachelors,2012,Bangalore,3,36,Female,No,5,no
Bachelors,2015,Bangalore,3,41,Male,No,1,no
Masters,2014,New Delhi,3,40,Male,No,5,no
Bachelors,2016,Bangalore,3,36,Female,No,0,no
Masters,2017,Bangalore,2,41,Male,Yes,2,yes
Bachelors,2015,Pune,3,33,Male,No,5,no
Masters,2017,New Delhi,2,37,Female,No,2,no
Bachelors,2017,New Delhi,2,33,Male,No,0,no
Bachelors,2014,Bangalore,3,40,Female,No,4,no
Masters,2018,New Delhi,3,36,Male,No,2,yes
Bachelors,2018,Bangalore,3,40,Male,Yes,3,yes
Masters,2018,Bangalore,3,40,Male,No,2,yes
Bachelors,2014,Bangalore,3,34,Male,No,3,no
Bachelors,2012,Pune,3,39,Male,No,5,no
Bachelors,2017,Pune,2,33,Male,No,1,yes
Bachelors,2016,Bangalore,3,37,Male,No,2,no
Bachelors,2012,New Delhi,3,40,Male,No,3,no
Bachelors,2018,Bangalore,3,38,Male,No,1,yes
Bachelors,2016,Bangalore,3,40,Male,Yes,1,no
Bachelors,2014,New Delhi,3,38,Female,No,0,no
Bachelors,2016,Bangalore,3,34,Male,Yes,1,no
Masters,2016,New Delhi,3,37,Female,No,3,yes
Bachelors,2015,Bangalore,3,40,Male,No,5,no
Bachelors,2015,New Delhi,3,40,Female,No,1,no
Masters,2016,Bangalore,3,37,Male,No,2,yes
Bachelors,2016,Pune,2,37,Female,No,3,yes
Bachelors,2013,Pune,3,32,Male,No,1,no
Masters,2017,New Delhi,1,35,Male,No,5,no
Bachelors,2016,Bangalore,1,38,Male,No,3,no
Bachelors,2017,Pune,3,34,Female,No,1,no
Bachelors,2014,Bangalore,3,32,Male,No,2,yes
Bachelors,2013,Bangalore,3,37,Male,No,5,no
Bachelors,2017,New Delhi,2,37,Male,No,4,no
Bachelors,2014,Bangalore,3,35,Male,No,2,no
Bachelors,2016,Bangalore,3,40,Male,No,0,no
Bachelors,2012,Bangalore,3,40,Male,Yes,2,no
Bachelors,2015,Bangalore,3,39,Female,No,3,yes
Masters,2013,New Delhi,3,41,Female,No,2,no
Bachelors,2015,Bangalore,3,34,Female,No,4,no
Bachelors,2012,New Delhi,3,34,Female,No,4,no
Bachelors,2013,Pune,2,36,Male,No,2,yes
Masters,2016,New Delhi,3,39,Female,No,1,no
Bachelors,2014,New Delhi,3,41,Male,No,5,no
Bachelors,2015,Bangalore,3,40,Male,No,0,no
Bachelors,2017,Bangalore,3,34,Female,No,5,no
Bachelors,2013,Bangalore,3,31,Male,No,2,no
Bachelors,2012,Pune,3,40,Male,No,3,no
Bachelors,2013,Pune,3,32,Male,No,5,no
Bachelors,2018,Pune,3,38,Male,No,3,yes
Bachelors,2016,Bangalore,3,40,Male,No,3,no
PHD,2013,Bangalore,3,41,Male,No,4,no
Bachelors,2014,Bangalore,3,36,Female,No,0,no
Bachelors,2015,Pune,2,33,Female,Yes,3,yes
Bachelors,2016,New Delhi,3,37,Male,No,3,no
Bachelors,2015,Pune,3,38,Male,No,4,no
Bachelors,2017,Bangalore,3,32,Male,No,4,no
Bachelors,2017,Pune,3,33,Male,No,1,no
Bachelors,2015,Bangalore,3,38,Male,No,5,no
Bachelors,2015,Pune,3,40,Female,No,5,yes
Bachelors,2014,Bangalore,3,35,Male,Yes,0,no
Masters,2016,New Delhi,3,37,Female,No,5,no
Bachelors,2016,Bangalore,3,37,Male,Yes,2,no
Bachelors,2015,Bangalore,3,36,Male,No,2,no
Bachelors,2017,Bangalore,3,33,Female,No,4,yes
Bachelors,2014,Pune,2,36,Female,No,3,yes
Bachelors,2016,Pune,3,32,Male,No,3,no
Bachelors,2017,Bangalore,3,35,Female,No,1,yes
Bachelors,2014,Pune,2,34,Female,No,2,yes
Masters,2017,Pune,2,40,Male,No,5,no
Bachelors,2016,Bangalore,3,37,Female,No,4,no
Bachelors,2015,Bangalore,1,36,Male,No,1,no
Bachelors,2012,Pune,3,41,Female,No,1,no
Bachelors,2016,Pune,3,36,Male,No,0,no
Bachelors,2017,Bangalore,3,31,Female,No,2,no
Bachelors,2017,Pune,3,31,Male,No,3,no
Bachelors,2014,Pune,3,33,Male,No,2,no
Bachelors,2017,Bangalore,3,35,Male,Yes,0,no
PHD,2016,New Delhi,3,34,Male,No,1,no
Bachelors,2014,Bangalore,3,39,Female,No,4,no
Masters,2015,Bangalore,3,31,Male,No,1,yes
Bachelors,2015,Pune,3,32,Female,No,0,yes
Bachelors,2017,Bangalore,3,33,Male,No,0,yes
Bachelors,2014,Bangalore,3,34,Male,Yes,1,no
Masters,2014,Pune,3,39,Male,No,2,no
Bachelors,2017,New Delhi,2,41,Female,No,2,yes
Bachelors,2017,New Delhi,2,34,Male,No,2,no
Bachelors,2013,Bangalore,3,36,Female,No,5,no
Bachelors,2015,Pune,2,39,Female,No,5,yes
Bachelors,2012,Pune,3,37,Male,No,5,no
Bachelors,2016,Bangalore,3,36,Male,No,4,no
Bachelors,2014,New Delhi,3,38,Female,No,1,no
Bachelors,2017,Bangalore,3,38,Female,No,3,no
Masters,2016,New Delhi,3,37,Female,No,2,yes
Bachelors,2012,Bangalore,3,34,Male,No,2,no
Bachelors,2015,Bangalore,3,31,Male,No,2,no
Bachelors,2015,Pune,2,32,Female,No,2,yes
Masters,2018,New Delhi,3,35,Male,No,2,yes
Bachelors,2017,Bangalore,3,31,Male,Yes,2,no
Bachelors,2015,Bangalore,1,32,Male,Yes,0,yes
Bachelors,2015,Bangalore,3,31,Female,No,5,no
Bachelors,2018,Bangalore,3,37,Male,No,5,yes
PHD,2018,New Delhi,3,40,Male,No,3,yes
Bachelors,2015,Bangalore,1,41,Male,No,1,no
Bachelors,2017,Pune,3,34,Male,No,5,no
Bachelors,2014,Bangalore,3,36,Male,Yes,3,no
Bachelors,2013,Pune,3,35,Male,No,1,no
Masters,2017,New Delhi,3,38,Female,No,3,no
Bachelors,2017,Bangalore,3,33,Male,No,1,no
Bachelors,2014,Bangalore,3,38,Female,No,2,no
Bachelors,2018,Bangalore,3,38,Male,No,1,yes
Bachelors,2017,Pune,2,40,Male,No,4,no
Bachelors,2013,New Delhi,3,39,Male,No,5,no
Bachelors,2014,New Delhi,3,33,Female,No,4,no
Bachelors,2015,Pune,3,32,Female,No,3,yes
Bachelors,2013,Bangalore,3,39,Male,No,2,no
Bachelors,2015,Bangalore,3,38,Female,No,4,no
Bachelors,2013,Bangalore,3,38,Male,No,2,no
Bachelors,2017,Bangalore,3,35,Male,No,0,no
Bachelors,2017,Pune,3,31,Female,No,0,yes
Bachelors,2017,Bangalore,3,41,Male,No,5,no
Bachelors,2013,New Delhi,3,38,Female,No,4,yes
Bachelors,2016,Bangalore,3,40,Male,Yes,1,no
Bachelors,2018,Bangalore,3,36,Female,No,2,yes
PHD,2013,New Delhi,3,36,Male,No,3,yes
Bachelors,2014,Pune,3,41,Male,No,4,no
Bachelors,2014,Bangalore,3,35,Male,Yes,1,no
Bachelors,2017,Bangalore,3,38,Male,No,5,no
Bachelors,2017,New Delhi,2,41,Female,No,0,no
Bachelors,2012,Bangalore,1,34,Male,No,0,no
Bachelors,2016,Bangalore,3,39,Female,No,3,yes
Bachelors,2014,Bangalore,3,37,Male,No,5,no
Bachelors,2015,Pune,2,39,Female,Yes,0,yes
Bachelors,2013,Bangalore,3,31,Male,No,2,yes
Masters,2012,New Delhi,3,34,Female,No,3,no
Bachelors,2015,Bangalore,3,39,Male,No,1,no
Bachelors,2014,Pune,2,38,Female,No,3,yes
Bachelors,2012,Bangalore,3,34,Male,No,1,no
Bachelors,2016,Bangalore,3,31,Female,No,2,no
Bachelors,2016,Bangalore,3,39,Female,No,0,no
Bachelors,2013,Bangalore,3,31,Female,No,1,no
Bachelors,2012,Bangalore,3,36,Male,No,1,no
Bachelors,2017,New Delhi,3,37,Male,No,0,no
Bachelors,2015,Pune,1,38,Female,No,1,yes
PHD,2017,Pune,3,41,Male,No,2,no
Bachelors,2018,Bangalore,3,32,Male,No,4,yes
Bachelors,2018,Pune,3,35,Male,No,0,yes
Bachelors,2017,Bangalore,3,35,Male,No,1,no
Bachelors,2013,Bangalore,3,32,Male,No,1,no
Bachelors,2015,Bangalore,3,31,Male,No,1,yes
Bachelors,2015,Bangalore,3,41,Male,No,4,no
Bachelors,2012,Bangalore,3,33,Male,Yes,0,no
Bachelors,2012,New Delhi,2,38,Female,No,1,yes
Masters,2012,Bangalore,3,39,Female,No,3,yes
Bachelors,2015,Bangalore,1,36,Female,No,2,no
Masters,2017,Bangalore,2,31,Male,No,5,no
Masters,2017,New Delhi,2,39,Female,No,2,yes
Masters,2017,New Delhi,3,41,Male,No,3,yes
PHD,2018,New Delhi,3,33,Female,No,0,yes
Bachelors,2015,Bangalore,3,38,Male,No,1,no
Bachelors,2017,Pune,2,31,Male,No,0,no
Bachelors,2014,Bangalore,3,34,Male,No,4,no
Bachelors,2017,Bangalore,3,40,Male,No,2,no
Bachelors,2012,Bangalore,3,36,Male,No,1,no
Bachelors,2015,Bangalore,3,36,Female,No,2,no
Bachelors,2017,New Delhi,2,41,Female,No,4,no
Bachelors,2017,Bangalore,3,37,Male,No,3,no
Bachelors,2017,New Delhi,3,33,Male,No,5,no
Bachelors,2017,New Delhi,3,41,Female,No,4,no
Bachelors,2017,Bangalore,3,37,Female,No,2,no
Bachelors,2017,Pune,3,38,Male,Yes,5,no
Bachelors,2015,Bangalore,3,34,Male,No,2,yes
Bachelors,2017,Pune,3,37,Female,No,0,no
Bachelors,2014,Bangalore,3,34,Male,No,0,yes
Bachelors,2012,Pune,3,32,Male,No,1,no
Masters,2012,New Delhi,3,35,Female,No,4,yes
Bachelors,2013,Pune,3,36,Male,No,3,no
Bachelors,2015,Bangalore,3,34,Female,No,2,no
Bachelors,2014,Bangalore,3,37,Female,No,3,no
Bachelors,2016,Bangalore,3,40,Female,Yes,4,no
Bachelors,2014,Pune,3,33,Male,No,4,no
Bachelors,2016,Bangalore,3,39,Female,No,4,no
Bachelors,2012,Bangalore,3,40,Male,No,4,no
Bachelors,2013,Bangalore,1,34,Male,No,4,yes
Bachelors,2016,Pune,3,40,Male,No,5,no
PHD,2013,Bangalore,3,32,Male,No,5,no
Bachelors,2012,Bangalore,3,33,Male,No,1,no
Bachelors,2017,New Delhi,1,31,Female,No,4,yes
Masters,2016,New Delhi,3,41,Female,No,4,no
Bachelors,2016,Bangalore,3,34,Male,No,4,no
Bachelors,2016,Bangalore,3,39,Male,No,7,no
Bachelors,2014,Bangalore,3,35,Male,No,5,no
Bachelors,2016,Pune,3,38,Female,No,7,no
Bachelors,2016,Bangalore,3,33,Male,No,6,no
Bachelors,2014,Pune,3,33,Male,No,6,no
Bachelors,2012,Bangalore,3,35,Male,No,5,no
PHD,2013,New Delhi,3,40,Male,No,5,no
Bachelors,2012,Bangalore,3,40,Female,No,5,no
Bachelors,2017,Bangalore,3,39,Male,No,5,no
Bachelors,2017,Bangalore,3,33,Female,No,6,no
Bachelors,2014,Bangalore,3,32,Female,No,5,no
Masters,2014,Bangalore,3,40,Female,No,7,yes
Bachelors,2017,New Delhi,2,33,Male,No,6,no
Masters,2016,New Delhi,1,31,Female,No,5,yes
Bachelors,2013,Bangalore,3,35,Female,No,5,no
Bachelors,2014,Bangalore,3,39,Male,No,7,yes
Masters,2018,Bangalore,3,39,Female,No,6,yes
Masters,2017,Pune,2,38,Female,No,2,no
Bachelors,2012,Bangalore,3,38,Male,No,7,yes
Masters,2017,New Delhi,2,40,Female,Yes,2,no
Bachelors,2018,Bangalore,3,38,Male,No,6,yes
Bachelors,2013,Bangalore,3,34,Male,No,6,no
Bachelors,2012,Bangalore,1,35,Male,No,7,no
Masters,2013,New Delhi,1,41,Male,No,5,no
PHD,2014,New Delhi,2,37,Female,No,5,no
Bachelors,2015,Pune,3,34,Male,Yes,7,no
Bachelors,2014,Bangalore,3,35,Male,Yes,5,no
Bachelors,2013,Bangalore,1,38,Male,No,6,no
Bachelors,2016,Bangalore,3,38,Female,No,7,no
Bachelors,2015,Pune,2,41,Female,No,7,no
Bachelors,2018,Bangalore,3,34,Male,No,5,yes
Bachelors,2017,Pune,2,22,Male,No,0,no
